Wavelength (nm),Power (W/m2/nm)
878.96,0.0023
879.266,0.0024
879.573,0.0025
879.879,0.0031
880.185,0.0035
880.492,0.0019
880.798,0.0024
881.104,0.0026
881.411,0.0014
881.717,-0.0004
882.023,-0.0006
882.329,-0.0007
882.635,-0.0002
882.941,-0.0011
883.246,-0.0004
883.552,0.0009
883.858,0.0013
884.164,0.0006
884.469,0.0022
884.775,0.0032
885.08,0.0023
885.386,0.0023
885.691,0.003
885.996,0.0022
886.302,0.0014
886.607,0.0006
886.912,0.0001
887.217,0.0006
887.522,0.0014
887.827,0.0012
888.132,0.0017
888.437,0.0017
888.742,0.0019
889.046,0.0019
889.351,0.0028
889.656,0.0033
889.96,0.0032
890.265,0.0015
890.569,0.0013
890.874,0.0012
891.178,0.0006
891.483,0.0007
891.787,0.0015
892.091,0.0009
892.395,0.0008
892.699,0.0008
893.003,0.0012
893.307,0.0012
893.611,0.0012
893.915,0.0016
894.219,0.0029
894.523,0.0027
894.826,0.0024
895.13,0.0012
895.433,0
895.737,0.0001
896.04,-0.0007
896.344,-0.0007
896.647,0.0016
896.95,0.0017
897.254,0.002
897.557,0.0027
897.86,0.003
898.163,0.0023
898.466,0.0028
898.769,0.0007
899.072,0.0002
899.375,0.0016
899.677,0.001
899.98,0.001
900.283,0.0012
900.585,0.0016
900.888,0.0006
901.191,0.0002
901.493,0.0006
901.795,0.0015
902.098,0.0026
902.4,0.0032
902.702,0.0035
903.004,0.0021
903.306,0.0029
903.608,0.0006
903.91,0.0006
904.212,0.0019
904.514,0.0038
904.816,0.0023
905.118,0.0032
905.42,0.0022
905.721,0.0018
906.023,0.0008
906.324,0.0012
906.626,0.0015
906.927,0.0021
907.228,0.0008
907.53,0.0016
907.831,0.0012
908.132,0.0017
908.433,0.001
908.734,0.001
909.035,-0.0005
909.336,0.0003
909.637,0.0006
909.938,0.0002
910.239,0.0007
910.54,0.0011
910.84,0.0016
911.141,0.0017
911.441,0.0028
911.742,0.0026
912.042,0.0035
912.343,0.0027
912.643,0.0027
912.943,0.0017
913.244,0.0019
913.544,0.0023
913.844,0.0022
914.144,0.0019
914.444,0.0024
914.744,0.0045
915.044,0.0047
915.343,0.0074
915.643,0.0066
915.943,0.0071
916.243,0.0058
916.542,0.0051
916.842,0.0018
917.141,0.0009
917.441,0.0005
917.74,-0.0002
918.039,-0.0001
918.338,0.0005
918.638,0.0012
918.937,0.0004
919.236,-0.0005
919.535,-0.0003
919.834,0.0007
920.133,0.0015
920.431,0.0028
920.73,0.0034
921.029,0.0018
921.328,0.0004
921.626,0.0002
921.925,-0.0018
922.223,-0.0004
922.522,-0.0004
922.82,-0.0009
923.118,-0.0015
923.417,-0.0011
923.715,-0.0035
924.013,-0.0035
924.311,-0.0016
924.609,-0.0018
924.907,-0.0006
925.205,0.0003
925.503,0.0009
925.801,-0.0015
926.098,-0.0021
926.396,-0.0025
926.694,-0.0039
926.991,-0.0054
927.289,-0.0028
927.586,-0.0007
927.884,0.0031
928.181,0.0035
928.478,0.0052
928.775,0.0048
929.073,0.0056
929.37,0.0006
929.667,0.0015
929.964,0.0001
930.261,-0.0013
930.557,-0.0041
930.854,-0.0018
931.151,0.0015
931.448,0.0007
931.744,0.0026
932.041,0.0023
932.337,0.0016
932.634,-0.0002
932.93,0.0029
933.227,0.0014
933.523,0.0033
933.819,0.0049
934.115,0.0042
934.412,0.0023
934.708,0.0028
935.004,0.0016
935.3,-0.0006
935.595,-0.0001
935.891,0.0005
936.187,-0.0012
936.483,-0.0029
936.778,-0.0046
937.074,-0.0052
937.369,-0.0067
937.665,-0.0076
937.96,-0.0044
938.256,0.0012
938.551,-0.0024
938.846,-0.0023
939.141,0.0004
939.437,0.0004
939.732,-0.0044
940.027,-0.0007
940.322,0.0019
940.617,0.0035
940.911,0.0047
941.206,0.0073
941.501,0.0101
941.796,0.0104
942.09,0.0086
942.385,0.0063
942.679,0.0052
942.974,0.0018
943.268,-0.0025
943.562,-0.0032
943.857,-0.0025
944.151,-0.0019
944.445,-0.0021
944.739,0.0013
945.033,0.0056
945.327,0.005
945.621,0.0048
945.915,0.0064
946.208,0.0076
946.502,0.0007
946.796,0.0018
947.089,0.0013
947.383,-0.0021
947.676,-0.0038
947.97,-0.0019
948.263,-0.0015
948.557,0.0001
948.85,0.0002
949.143,-0.0002
949.436,0.0008
949.729,-0.0012
950.022,-0.0042
950.315,0.0008
950.608,0.0016
950.901,-0.0009
951.194,-0.001
951.487,0.0016
951.779,-0.0008
952.072,-0.0039
952.364,-0.0014
952.657,0.0002
952.949,0.0019
953.242,0
953.534,0.003
953.826,0.0032
954.118,0.0058
954.411,0.0047
954.703,0.0062
954.995,0.0088
955.287,0.0084
955.579,0.0098
955.87,0.0078
956.162,0.0088
956.454,0.0048
956.746,0.0097
957.037,0.0071
957.329,0.0036
957.62,0.0035
957.912,0.0009
958.203,-0.0004
958.494,-0.0009
958.786,-0.0001
959.077,-0.0005
959.368,0.0029
959.659,0.0018
959.95,-0.0018
960.241,0.0019
960.532,0.006
960.823,0.0057
961.114,0.0013
961.404,0.0024
961.695,0.0015
961.986,-0.009
962.276,-0.0082
962.567,-0.0047
962.857,-0.0022
963.147,0.0014
963.438,0.009
963.728,0.0094
964.018,0.0037
964.308,0.0006
964.598,0
964.888,0.0023
965.178,-0.0003
965.468,-0.0005
965.758,0.0054
966.048,0.0049
966.338,0.0022
966.627,0.0042
966.917,0.0107
967.206,0.0035
967.496,0.0043
967.785,0.0066
968.075,0.0072
968.364,0.0107
968.653,0.0112
968.942,0.008
969.232,0.0018
969.521,-0.0017
969.81,-0.015
970.099,-0.0147
970.388,-0.0147
970.676,-0.0106
970.965,-0.0068
971.254,0.0079
971.543,0.0141
971.831,0.0158
972.12,0.0126
972.408,0.0193
972.697,0.0111
972.985,0.0132
973.273,0.0054
973.561,0.0116
973.85,0.0066
974.138,0.0106
974.426,0.008
974.714,0.0177
975.002,0.0093
975.29,0.0179
975.577,0.0153
975.865,0.017
976.153,0.0206
976.441,0.0325
976.728,0.0249
977.016,0.0146
977.303,0.0155
977.59,0.0068
977.878,0.0003
978.165,0.0046
978.452,0.0188
978.74,0.0132
979.027,0.0115
979.314,0.0145
979.601,0.0089
979.888,0.0136
980.174,0.0119
980.461,0.0148
980.748,0.0087
981.035,0.0077
981.321,0.0019
981.608,0.0074
981.894,0.0113
982.181,0.0109
982.467,0.0175
982.754,0.0121
983.04,0.0077
983.326,0.0098
983.612,0.0232
983.898,0.0259
984.184,0.0313
984.47,0.03
984.756,0.0174
985.042,0.0124
985.328,0.0144
985.614,0.0059
985.899,0.0148
986.185,0.0277
986.47,0.0307
986.756,0.0212
987.041,0.0282
987.327,0.0177
987.612,0.0126
987.897,-0.001
988.182,-0.0027
988.468,-0.0015
988.753,0.0022
989.038,-0.0027
989.323,0.0156
989.607,0.0125
989.892,0.0024
990.177,-0.0029
990.462,-0.0103
990.746,-0.0255
991.031,-0.0155
991.315,-0.0072
991.6,0.0072
991.884,0.0288
992.169,0.0339
992.453,0.0221
992.737,0.0282
993.021,0.0357
993.305,0.0217
993.59,0.0352
993.874,0.0476
994.157,0.0443
994.441,0.0401
994.725,0.0622
995.009,0.0551
995.293,0.0487
995.576,0.0468
995.86,0.033
996.143,0.0001
996.427,0.0019
996.71,0.003
996.993,0.0122
997.277,0.0135
997.56,0.0308
997.843,0.0129
998.126,0.0001
998.409,-0.0027
998.692,-0.003
998.975,0.0029
999.258,-0.0025
999.541,0.0293
999.823,0.0106
1000.106,-0.0057
1000.388,-0.008
1000.671,0.0027
1000.954,-0.0187
1001.236,-0.0009
1001.518,0.0093
1001.801,-0.0025
1002.083,0.0211
1002.365,0.0196
1002.647,0.0412
1002.929,0.034
1003.211,0.0478
1003.493,0.0136
1003.775,0.0108
1004.057,-0.0096
1004.338,0.0106
1004.62,-0.0076
1004.902,-0.0199
1005.183,-0.0052
1005.465,-0.0088
1005.746,-0.0234
1006.028,-0.0131
1006.309,0.0209
1006.59,-0.026
1006.871,-0.0386
1007.153,-0.0567
1007.434,-0.0475
1007.715,-0.0631
1007.996,-0.0191
1008.277,0.0044
1008.557,0.0443
1008.838,0.0509
1009.119,0.0617
1009.4,0.054
1009.68,0.0334
1009.961,0.0215
1010.241,0.0224
1010.522,0.004
1010.802,0.0132
1011.082,0.0314
1011.362,0.0423
1011.643,0.0193
1011.923,0.0216
1012.203,0.0073
1012.483,-0.0156
1012.763,-0.0198
1013.042,-0.0161
1013.322,-0.007
1013.602,0.0188
1013.882,0.0048
1014.161,-0.0168
1014.441,-0.0207
1014.72,-0.0116
1015,-0.0044
1015.279,0.0105
1015.558,0.0602
1015.838,0.11
1016.117,0.1113
1016.396,0.0741
1016.675,0.0658
1016.954,0.0484
1017.233,-0.0089
1017.512,-0.0001
1017.791,0.017
1018.07,0.076
1018.348,0.077
1018.627,0.0856
1018.905,0.0682
1019.184,0.0935
1019.462,0.0959
1019.741,0.0567
1020.019,0.0881
1020.297,0.0683
1020.576,0.0666
1020.854,0.0537
1021.132,0.0911
1021.41,0.0766
1021.688,0.1364
