Wavelength (nm),Power (W/m2/nm)
879.879,0.0021
880.185,0.0022
880.492,0.0019
880.798,0.0013
881.104,0.0006
881.411,0
881.717,-0.0009
882.023,-0.0016
882.329,-0.0018
882.635,-0.0009
882.941,-0.0008
883.246,-0.0004
883.552,0.0009
883.858,0.0009
884.164,-0.0005
884.469,-0.0002
884.775,-0.0007
885.08,-0.0013
885.386,-0.0003
885.691,0.0011
885.996,0.001
886.302,0.0023
886.607,0.0021
886.912,0.0011
887.217,0.0018
887.522,0.0024
887.827,0.0017
888.132,0.0017
888.437,0.0017
888.742,0.0011
889.046,0.001
889.351,0.0014
889.656,0.0015
889.96,0.0014
890.265,0.0002
890.569,-0.0007
890.874,-0.0005
891.178,0.0009
891.483,0.0017
891.787,0.0033
892.091,0.0032
892.395,0.0028
892.699,0.0014
893.003,-0.0003
893.307,-0.0011
893.611,0.0005
893.915,0.0001
894.219,0.0004
894.523,0.002
894.826,0.0016
895.13,-0.0008
895.433,-0.0009
895.737,-0.0002
896.04,-0.0018
896.344,-0.0024
896.647,-0.001
896.95,-0.0004
897.254,-0.0011
897.557,0.001
897.86,0.0019
898.163,0.0021
898.466,0.0009
898.769,0.0007
899.072,-0.0003
899.375,0.0003
899.677,-0.0002
899.98,0.0007
900.283,0.0014
900.585,0.0012
900.888,0.0003
901.191,-0.0005
901.493,-0.0004
901.795,-0.0011
902.098,0.0009
902.4,0.0019
902.702,0.002
903.004,0.0011
903.306,0.0025
903.608,-0.0001
903.91,-0.0012
904.212,0.0003
904.514,0.002
904.816,0.0006
905.118,0.0016
905.42,0.002
905.721,0.0011
906.023,0
906.324,0.0001
906.626,-0.0006
906.927,0
907.228,0.0004
907.53,0.0013
907.831,0.0006
908.132,0.0021
908.433,0.0011
908.734,0.0003
909.035,-0.0008
909.336,-0.0004
909.637,0.0009
909.938,0.0009
910.239,0.0004
910.54,0.0003
910.84,0.0005
911.141,-0.0007
911.441,-0.0008
911.742,-0.0005
912.042,0.0007
912.343,0.0008
912.643,0.0004
912.943,0.001
913.244,0.0017
913.544,0.0017
913.844,0.0007
914.144,0.0019
914.444,0.0011
914.744,0.0029
915.044,0.0024
915.343,0.0052
915.643,0.0043
915.943,0.0053
916.243,0.0045
916.542,0.0049
916.842,0.0027
917.141,0.0018
917.441,0.0009
917.74,-0.0004
918.039,-0.0013
918.338,-0.0017
918.638,-0.0023
918.937,-0.001
919.236,-0.0021
919.535,-0.0011
919.834,-0.0027
920.133,-0.0008
920.431,-0.0014
920.73,0.0006
921.029,-0.0012
921.328,0.0024
921.626,0.0022
921.925,0.0025
922.223,0.003
922.522,0.0028
922.82,0.0004
923.118,-0.0022
923.417,-0.004
923.715,-0.0044
924.013,-0.0045
924.311,-0.0031
924.609,-0.0016
924.907,-0.0006
925.205,-0.0017
925.503,-0.0001
925.801,-0.0011
926.098,-0.0018
926.396,-0.0031
926.694,-0.0034
926.991,-0.0044
927.289,-0.0025
927.586,-0.0025
927.884,0.001
928.181,0.0011
928.478,0.0028
928.775,0.0014
929.073,0.0028
929.37,0.0011
929.667,0.0025
929.964,0.0017
930.261,0.0004
930.557,-0.0024
930.854,-0.0032
931.151,-0.0043
931.448,-0.0061
931.744,-0.0035
932.041,-0.0015
932.337,0.0001
932.634,-0.0006
932.93,0
933.227,-0.0011
933.523,-0.0023
933.819,-0.0013
934.115,0.0002
934.412,0.0007
934.708,-0.0013
935.004,0.0002
935.3,-0.0021
935.595,-0.0038
935.891,-0.0059
936.187,-0.0049
936.483,-0.0078
936.778,-0.0106
937.074,-0.011
937.369,-0.0072
937.665,-0.0064
937.96,-0.0017
938.256,0.0034
938.551,0.0039
938.846,0.0018
939.141,0.0009
939.437,0
939.732,-0.0031
940.027,-0.0032
940.322,-0.0027
940.617,-0.0009
940.911,0.002
941.206,0.0018
941.501,0.0024
941.796,0.0024
942.09,-0.0008
942.385,-0.004
942.679,-0.0033
942.974,-0.0024
943.268,-0.0036
943.562,-0.003
943.857,-0.0051
944.151,-0.0047
944.445,-0.0067
944.739,-0.0074
945.033,-0.0027
945.327,-0.0032
945.621,-0.005
945.915,-0.0025
946.208,-0.0003
946.502,-0.0058
946.796,-0.003
947.089,-0.0017
947.383,-0.0052
947.676,-0.0039
947.97,-0.0007
948.263,0.0003
948.557,0.0047
948.85,0.0076
949.143,0.0057
949.436,0.0042
949.729,0.0028
950.022,-0.001
950.315,0.0009
950.608,0.0035
950.901,-0.0001
951.194,-0.0005
951.487,0.0011
951.779,0.0017
952.072,-0.0003
952.364,0.0009
952.657,0.0016
952.949,-0.0005
953.242,-0.0066
953.534,-0.0063
953.826,-0.0062
954.118,-0.0042
954.411,-0.004
954.703,-0.0025
954.995,-0.0037
955.287,0.0031
955.579,0.0053
955.87,0.0069
956.162,0.0065
956.454,0.0061
956.746,0.005
957.037,0.0057
957.329,0.0015
957.62,0.0013
957.912,-0.0018
958.203,0.0025
958.494,-0.0037
958.786,-0.0056
959.077,-0.0004
959.368,0.0011
959.659,-0.0103
959.95,-0.0101
960.241,-0.0081
960.532,-0.0063
960.823,0.0013
961.114,0.0028
961.404,-0.0024
961.695,-0.0005
961.986,-0.0047
962.276,-0.0082
962.567,-0.0053
962.857,0.0027
963.147,0.0079
963.438,0.0052
963.728,0.0037
964.018,0.0038
964.308,-0.0056
964.598,-0.0025
964.888,0.0014
965.178,-0.0023
965.468,-0.008
965.758,0.0052
966.048,-0.0013
966.338,-0.0015
966.627,0.0037
966.917,0.0092
967.206,0.0024
967.496,0.0003
967.785,0.0004
968.075,-0.0039
968.364,-0.0013
968.653,0.0008
968.942,0.0041
969.232,0.0025
969.521,0.0002
969.81,-0.0058
970.099,-0.0074
970.388,-0.0101
970.676,-0.0047
970.965,-0.0021
971.254,-0.0026
971.543,0.0037
971.831,0.0027
972.12,-0.0034
972.408,0.0026
972.697,0.0085
972.985,0.0101
973.273,0.0064
973.561,0.0095
973.85,0.0166
974.138,0.018
974.426,0.0102
974.714,0.0167
975.002,0.0115
975.29,0.0089
975.577,0.0026
975.865,0.0069
976.153,0.0122
976.441,0.0163
976.728,0.0073
977.016,0.0004
977.303,0.0035
977.59,-0.0056
977.878,-0.011
978.165,-0.0065
978.452,0.0006
978.74,-0.0104
979.027,-0.0112
979.314,0.0005
979.601,-0.0035
979.888,-0.0033
980.174,0.004
980.461,0.0097
980.748,-0.0031
981.035,-0.0074
981.321,-0.003
981.608,-0.0074
981.894,-0.0005
982.181,0.0009
982.467,0.0063
982.754,0.0031
983.04,-0.0039
983.326,-0.0174
983.612,-0.0009
983.898,0.015
984.184,0.0129
984.47,0.0183
984.756,0.0214
985.042,0.0066
985.328,-0.0106
985.614,-0.0162
985.899,-0.0102
986.185,-0.0062
986.47,0.001
986.756,0.0133
987.041,0.0135
987.327,0.0058
987.612,-0.0004
987.897,-0.0101
988.182,-0.0238
988.468,-0.011
988.753,-0.0053
989.038,0.0021
989.323,0.0163
989.607,0.0224
989.892,0.0134
990.177,0.0155
990.462,0.0124
990.746,-0.0001
991.031,0.0046
991.315,-0.0004
991.6,-0.0013
991.884,0.0067
992.169,0.0135
992.453,0.0043
992.737,0.0245
993.021,0.0224
993.305,0.0129
993.59,0.0018
993.874,0.0038
994.157,0.0005
994.441,0.0079
994.725,0.0068
995.009,0.0191
995.293,0.012
995.576,0.0149
995.86,0.0064
996.143,-0.0056
996.427,-0.0142
996.71,-0.0101
996.993,-0.001
997.277,0.0008
997.56,0.008
997.843,0.0201
998.126,0.0175
998.409,-0.0023
998.692,-0.0167
998.975,0.0016
999.258,-0.0164
999.541,-0.0034
999.823,-0.0154
1000.106,-0.0213
1000.388,-0.0473
1000.671,-0.0394
1000.954,-0.0496
1001.236,-0.0263
1001.518,-0.0096
1001.801,-0.0033
1002.083,0.0129
1002.365,0.0143
1002.647,0.0227
1002.929,0.0215
1003.211,0.0365
1003.493,0.0205
1003.775,0.0192
1004.057,-0.0143
1004.338,0.0085
1004.62,-0.0024
1004.902,-0.0122
1005.183,-0.0037
1005.465,0.0263
1005.746,-0.009
1006.028,0.0101
1006.309,0.0271
1006.59,0.0042
1006.871,-0.0327
1007.153,-0.0257
1007.434,-0.0286
1007.715,-0.0428
1007.996,-0.0173
1008.277,0.0139
1008.557,0.0373
1008.838,0.029
1009.119,0.0483
1009.4,0.0538
1009.68,0.0676
1009.961,0.0545
1010.241,0.0395
1010.522,0.0129
1010.802,-0.0082
1011.082,-0.0363
1011.362,-0.0328
1011.643,-0.0296
1011.923,-0.0143
1012.203,-0.0287
1012.483,-0.0249
1012.763,-0.039
1013.042,-0.0268
1013.322,-0.0351
1013.602,-0.0216
1013.882,-0.038
1014.161,-0.0401
1014.441,-0.0564
1014.72,-0.0413
1015,-0.0295
1015.279,-0.0227
1015.558,0.0317
1015.838,0.0714
1016.117,0.0539
1016.396,0.0351
1016.675,0.0172
1016.954,-0.0548
1017.233,-0.0646
1017.512,-0.0245
1017.791,0.0021
1018.07,0.0394
1018.348,0.0551
1018.627,0.0627
1018.905,0.0393
1019.184,0.0203
1019.462,0.062
1019.741,0.0445
1020.019,0.0357
1020.297,0.0052
1020.576,0.011
1020.854,-0.0445
1021.132,-0.0153
1021.41,-0.044
1021.688,-0.014
