Wavelength (nm),Power (W/m2/nm)
881.717,0.0014
882.023,0.0012
882.329,0.0008
882.635,0.0013
882.941,-0.0004
883.246,-0.0004
883.552,0.0002
883.858,0.0011
884.164,0.0008
884.469,0.002
884.775,0.0026
885.08,0.0024
885.386,0.0028
885.691,0.0034
885.996,0.0037
886.302,0.0029
886.607,0.0029
886.912,0.0014
887.217,0.0016
887.522,0.0025
887.827,0.0032
888.132,0.0031
888.437,0.004
888.742,0.0047
889.046,0.0038
889.351,0.0034
889.656,0.0036
889.96,0.0028
890.265,0.0017
890.569,0.0011
890.874,0.0009
891.178,0.0007
891.483,0.0014
891.787,0.0021
892.091,0.0026
892.395,0.0022
892.699,0.0014
893.003,0.0005
893.307,-0.0003
893.611,0
893.915,0.0002
894.219,0.0019
894.523,0.0032
894.826,0.0029
895.13,0.0016
895.433,0.002
895.737,0.0018
896.04,0.0009
896.344,0.0005
896.647,0.0026
896.95,0.0032
897.254,0.0021
897.557,0.0025
897.86,0.004
898.163,0.0031
898.466,0.002
898.769,0.0025
899.072,0.0025
899.375,0.0033
899.677,0.0034
899.98,0.0048
900.283,0.0048
900.585,0.0046
900.888,0.0029
901.191,0.0018
901.493,0.0011
901.795,0.0018
902.098,0.0029
902.4,0.0037
902.702,0.0045
903.004,0.0043
903.306,0.004
903.608,0.0026
903.91,0.0019
904.212,0.0023
904.514,0.0035
904.816,0.0029
905.118,0.0026
905.42,0.0013
905.721,0.001
906.023,0.0006
906.324,0.0007
906.626,0.0003
906.927,0.002
907.228,0.0008
907.53,0.0009
907.831,-0.0001
908.132,0.0008
908.433,-0.0007
908.734,0.0003
909.035,-0.0013
909.336,0.0005
909.637,0.0012
909.938,0.0009
910.239,0.0012
910.54,0.0016
910.84,0.0008
911.141,-0.0003
911.441,0.0019
911.742,0.001
912.042,0.0023
912.343,0.0021
912.643,0.0029
912.943,0.002
913.244,0.0023
913.544,0.0019
913.844,0.002
914.144,0.003
914.444,0.004
914.744,0.0053
915.044,0.0062
915.343,0.0069
915.643,0.0061
915.943,0.0052
916.243,0.0059
916.542,0.0067
916.842,0.0054
917.141,0.0042
917.441,0.0039
917.74,0.0016
918.039,0.0011
918.338,0.0023
918.638,0.0023
918.937,0.0027
919.236,0.0018
919.535,0.0014
919.834,0.0016
920.133,0.0024
920.431,0.0021
920.73,0.0032
921.029,0.0006
921.328,-0.0004
921.626,-0.0013
921.925,-0.0005
922.223,-0.0004
922.522,0.0001
922.82,0.0006
923.118,0.0011
923.417,-0.0008
923.715,-0.001
924.013,-0.0011
924.311,0.0024
924.609,0.0012
924.907,0.0023
925.205,0.0016
925.503,0.0044
925.801,0.0005
926.098,0.0009
926.396,0.0023
926.694,0.0023
926.991,-0.0007
927.289,0.0005
927.586,0.0022
927.884,0.0051
928.181,0.0072
928.478,0.0089
928.775,0.0077
929.073,0.009
929.37,0.0049
929.667,0.0049
929.964,0.0054
930.261,0.0074
930.557,0.0045
930.854,0.0052
931.151,0.0064
931.448,0.0034
931.744,0.0042
932.041,0.0054
932.337,0.0062
932.634,0.0033
932.93,0.0045
933.227,0.004
933.523,0.0032
933.819,0.0025
934.115,0.0043
934.412,0.0044
934.708,0.0021
935.004,0.0022
935.3,0.0002
935.595,0.0002
935.891,-0.0007
936.187,-0.0003
936.483,-0.0009
936.778,-0.0017
937.074,-0.0012
937.369,-0.0009
937.665,0.0009
937.96,0.004
938.256,0.0061
938.551,0.0037
938.846,0.0076
939.141,0.0069
939.437,0.0064
939.732,0.0065
940.027,0.0091
940.322,0.0082
940.617,0.0097
940.911,0.0102
941.206,0.0086
941.501,0.0096
941.796,0.0108
942.09,0.0101
942.385,0.0097
942.679,0.0148
942.974,0.0114
943.268,0.0063
943.562,0.0048
943.857,0.003
944.151,0.0015
944.445,0.0052
944.739,0.0097
945.033,0.0107
945.327,0.0116
945.621,0.0117
945.915,0.0113
946.208,0.0101
946.502,0.0063
946.796,0.0081
947.089,0.0098
947.383,0.0065
947.676,0.0049
947.97,0.0066
948.263,0.0063
948.557,0.0048
948.85,0.0062
949.143,0.0069
949.436,0.0093
949.729,0.005
950.022,-0.0004
950.315,-0.0023
950.608,0.0005
950.901,-0.0053
951.194,-0.0017
951.487,0.0025
951.779,0.0026
952.072,-0.0007
952.364,0.0012
952.657,0.0013
952.949,0.004
953.242,0.0035
953.534,0.0063
953.826,0.0051
954.118,0.0076
954.411,0.0062
954.703,0.0116
954.995,0.01
955.287,0.0132
955.579,0.0146
955.87,0.011
956.162,0.0096
956.454,0.0072
956.746,0.0092
957.037,0.0065
957.329,0.008
957.62,0.0114
957.912,0.0077
958.203,0.0114
958.494,0.0091
958.786,0.0064
959.077,0.0011
959.368,0.0075
959.659,0.0015
959.95,-0.0025
960.241,-0.0013
960.532,0.0039
960.823,0.0043
961.114,0.0082
961.404,0.0107
961.695,0.0168
961.986,0.0126
962.276,0.0139
962.567,0.014
962.857,0.0169
963.147,0.0131
963.438,0.0104
963.728,0.0085
964.018,0.0069
964.308,0.0028
964.598,0.0085
964.888,0.0117
965.178,0.01
965.468,0.0047
965.758,0.009
966.048,0.0043
966.338,0.006
966.627,0.0056
966.917,0.0073
967.206,0.0005
967.496,0.0028
967.785,0.0046
968.075,0.0004
968.364,0.004
968.653,0.0137
968.942,0.0102
969.232,0.0057
969.521,0.0068
969.81,0.0095
970.099,0.0058
970.388,0.0037
970.676,0.0077
970.965,0.0093
971.254,0.012
971.543,0.0139
971.831,0.0231
972.12,0.0154
972.408,0.0233
972.697,0.0135
972.985,0.018
973.273,0.0048
973.561,0.0117
973.85,0.0111
974.138,0.0226
974.426,0.0144
974.714,0.0204
975.002,0.0144
975.29,0.0129
975.577,0.0083
975.865,0.0177
976.153,0.0258
976.441,0.0341
976.728,0.0392
977.016,0.0277
977.303,0.0219
977.59,0.0087
977.878,0.0031
978.165,-0.0042
978.452,0.0053
978.74,0.0002
979.027,0.0036
979.314,0.0075
979.601,0.0062
979.888,0.0137
980.174,0.0211
980.461,0.0268
980.748,0.0206
981.035,0.0234
981.321,0.0194
981.608,0.0222
981.894,0.0244
982.181,0.0184
982.467,0.0113
982.754,0.004
983.04,-0.0019
983.326,-0.0049
983.612,0.0278
983.898,0.0444
984.184,0.0475
984.47,0.0404
984.756,0.0365
985.042,0.0076
985.328,0.011
985.614,0.0161
985.899,0.0301
986.185,0.0304
986.47,0.0307
986.756,0.0184
987.041,0.0141
987.327,0.0071
987.612,0.0169
987.897,0.0216
988.182,0.0168
988.468,0.0254
988.753,0.0392
989.038,0.0267
989.323,0.0329
989.607,0.0378
989.892,0.0236
990.177,0.0009
990.462,0.0025
990.746,-0.0079
991.031,0.003
991.315,0.0067
991.6,0.0228
991.884,0.0388
992.169,0.0512
992.453,0.0333
992.737,0.0417
993.021,0.0376
993.305,0.0222
993.59,0.0058
993.874,0.0332
994.157,0.0301
994.441,0.0298
994.725,0.0455
995.009,0.0616
995.293,0.0266
995.576,0.0251
995.86,0.0195
996.143,-0.0044
996.427,-0.0125
996.71,0.0002
996.993,0.0157
997.277,0.015
997.56,0.0234
997.843,0.0246
998.126,0.0324
998.409,0.0273
998.692,0.0174
998.975,0.0243
999.258,0.0207
999.541,0.0188
999.823,-0.0105
1000.106,-0.013
1000.388,-0.0161
1000.671,-0.0074
1000.954,-0.0107
1001.236,0.0153
1001.518,0.0394
1001.801,0.0357
1002.083,0.0365
1002.365,0.05
1002.647,0.0637
1002.929,0.0438
1003.211,0.0484
1003.493,0.0335
1003.775,0.0201
1004.057,0.0019
1004.338,0.0165
1004.62,0.0262
1004.902,0.031
1005.183,0.0343
1005.465,0.0538
1005.746,0.0617
1006.028,0.0619
1006.309,0.0772
1006.59,0.039
1006.871,0.0021
1007.153,-0.0316
1007.434,-0.038
1007.715,-0.0581
1007.996,-0.0198
1008.277,-0.0115
1008.557,0.0336
1008.838,0.0229
1009.119,0.023
1009.4,0.0042
1009.68,0.0106
1009.961,-0.0088
1010.241,0.0044
1010.522,0.0126
1010.802,0.0491
1011.082,0.0521
1011.362,0.0368
1011.643,0.0287
1011.923,0.0413
1012.203,0.0137
1012.483,0.0247
1012.763,0.0422
1013.042,0.045
1013.322,0.0286
1013.602,0.058
1013.882,0.0378
1014.161,0.036
1014.441,0.021
1014.72,0.063
1015,0.0465
1015.279,0.0562
1015.558,0.0839
1015.838,0.1566
1016.117,0.1557
1016.396,0.1353
1016.675,0.1408
1016.954,0.1057
1017.233,0.0216
1017.512,-0.0165
1017.791,0.0139
1018.07,0.0058
1018.348,0.0059
1018.627,0.0404
1018.905,0.0557
1019.184,0.0545
1019.462,0.0615
1019.741,0.0496
1020.019,0.0539
1020.297,0.0462
1020.576,0.0604
1020.854,0.0883
1021.132,0.129
1021.41,0.1288
1021.688,0.1619
